审,蛇,ㄕㄣˇ,5BA1,False
室,鼠,ㄕˋ,5BA4,False
宩,鼠,ㄕˇ,5BA9,False
害,猴,ㄏㄜˊ,5BB3,True
宷,蛇,ㄕㄣˇ,5BB7,False
容,龍,ㄖㄨㄥˊ,5BB9,False
宿,鼠,ㄙㄨˋ,5BBF,True
寂,雞,ㄐㄧˋ,5BC2,False
寄,雞,ㄐㄧˋ,5BC4,False
富,虎,ㄈㄨˋ,5BCC,False
寔,鼠,ㄕˊ,5BD4,False
寘,豬,ㄓˋ,5BD8,False
寠,雞,ㄐㄩˋ,5BE0,True
寣,虎,ㄏㄨ,5BE3,False
實,鼠,ㄕˊ,5BE6,False
寧,豬,ㄓㄨˋ,5BE7,True
審,蛇,ㄕㄣˇ,5BE9,False
寺,鼠,ㄙˋ,5BFA,False
尃,虎,ㄈㄨ,5C03,False
射,蛇,ㄕㄜˋ,5C04,True
尌,鼠,ㄕㄨˋ,5C0C,False
尐,雞,ㄐㄧ,5C10,False
尗,鼠,ㄕㄨˊ,5C17,False
尸,鼠,ㄕ,5C38,False
𡰪,兔,ㄉㄨ,21C2A,False
𡰯,鼠,ㄕˇ,21C2F,False
局,雞,ㄐㄩˊ,5C40,False
居,雞,ㄐㄧ,5C45,True
屍,鼠,ㄕ,5C4D,False
屎,鼠,ㄕˇ,5C4E,True
屐,雞,ㄐㄧ,5C50,False
属,豬,ㄓㄨˇ,5C5E,True
屠,兔,ㄊㄨˊ,5C60,False
屦,雞,ㄐㄩˋ,5C66,False
屨,雞,ㄐㄩˋ,5C68,False
屬,豬,ㄓㄨˇ,5C6C,True
屸,龍,ㄌㄨㄥˊ,5C78,False
屾,蛇,ㄕㄣ,5C7E,False
岌,雞,ㄐㄧˊ,5C8C,False
岟,羊,ㄧㄤˇ,5C9F,False
岠,雞,ㄐㄩˋ,5CA0,False
岣,狗,ㄍㄡˇ,5CA3,False
岨,雞,ㄐㄩˇ,5CA8,True
岪,虎,ㄈㄨˊ,5CAA,False
岵,虎,ㄏㄨˋ,5CB5,False
峆,猴,ㄏㄜ,5CC6,False
峊,虎,ㄈㄨˋ,5CCA,True
峕,鼠,ㄕˊ,5CD5,False
峘,虎,ㄏㄨ,5CD8,True
峙,鼠,ㄕˋ,5CD9,True
峜,雞,ㄐㄧ,5CDC,False
峷,蛇,ㄕㄣ,5CF7,False
峹,兔,ㄊㄨˊ,5CF9,False
崌,雞,ㄐㄩ,5D0C,False
崒,豬,ㄗㄨˊ,5D12,True
崞,狗,ㄍㄨㄛ,5D1E,False
崪,豬,ㄗㄨˊ,5D2A,True
崵,羊,ㄧㄤˊ,5D35,False
崻,豬,ㄓˋ,5D3B,False
崼,鼠,ㄕˋ,5D3C,False
嵀,豬,ㄓㄨˋ,5D40,False
嵆,雞,ㄐㄧ,5D46,False
嵇,雞,ㄐㄧ,5D47,True
嵑,猴,ㄏㄜˊ,5D51,True
嵘,龍,ㄖㄨㄥˊ,5D58,False
嵞,兔,ㄊㄨˊ,5D5E,False
嵠,雞,ㄐㄧ,5D60,True
嵧,牛,ㄌㄧㄡˊ,5D67,False
嵴,雞,ㄐㄧˊ,5D74,False
嶀,兔,ㄊㄨ,5D80,False
嶐,龍,ㄌㄨㄥˊ,5D90,False
嶯,雞,ㄐㄧˊ,5DAF,False
嶸,龍,ㄖㄨㄥˊ,5DB8,False
巃,龍,ㄌㄨㄥˊ,5DC3,False
巄,龍,ㄌㄨㄥˊ,5DC4,False
巈,雞,ㄐㄩˊ,5DC8,False
巨,雞,ㄐㄩˋ,5DE8,False
巪,雞,ㄐㄩˋ,5DEA,False
己,雞,ㄐㄧˇ,5DF1,False
巳,鼠,ㄙˋ,5DF3,False
巵,豬,ㄓ,5DF5,False
巿,虎,ㄈㄨˊ,5DFF,False
市,鼠,ㄕˋ,5E02,False
师,鼠,ㄕ,5E08,False
帋,豬,ㄓˇ,5E0B,False
帍,虎,ㄏㄨˋ,5E0D,False
帓,馬,ㄇㄚˋ,5E13,False
帗,虎,ㄈㄨˊ,5E17,False
帙,豬,ㄓˋ,5E19,False
帜,豬,ㄓˋ,5E1C,False
師,鼠,ㄕ,5E2B,False
帼,狗,ㄍㄨㄛˊ,5E3C,False
帾,兔,ㄉㄨˇ,5E3E,False
帿,猴,ㄏㄡˊ,5E3F,False
幅,虎,ㄈㄨˊ,5E45,False
幗,狗,ㄍㄨㄛˊ,5E57,False
幞,虎,ㄈㄨˊ,5E5E,False
幟,豬,ㄓˋ,5E5F,False
幠,虎,ㄏㄨ,5E60,False
幾,雞,ㄐㄧ,5E7E,True
㡭,雞,ㄐㄧˋ,386D,True
府,虎,ㄈㄨˇ,5E9C,False
庢,豬,ㄓˋ,5EA2,False
庤,豬,ㄓˋ,5EA4,False
度,兔,ㄉㄨˋ,5EA6,True
庩,兔,ㄊㄨˊ,5EA9,False
庪,雞,ㄐㄧˇ,5EAA,True
庴,雞,ㄐㄧˊ,5EB4,False
庶,鼠,ㄕㄨˋ,5EB6,False
庻,豬,ㄓㄨˋ,5EBB,True
廅,猴,ㄏㄜˊ,5EC5,False
廇,牛,ㄌㄧㄡˋ,5EC7,False
廌,豬,ㄓˋ,5ECC,False
廜,兔,ㄊㄨ,5EDC,False
廝,鼠,ㄙ,5EDD,False
弄,龍,ㄌㄨㄥˋ,5F04,True
弆,雞,ㄐㄩˇ,5F06,False
式,鼠,ㄕˋ,5F0F,False
弑,鼠,ㄕˋ,5F11,False
弒,鼠,ㄕˋ,5F12,False
弖,虎,ㄏㄨˋ,5F16,False
弗,虎,ㄈㄨˊ,5F17,False
弛,鼠,ㄕˇ,5F1B,True
弞,蛇,ㄕㄣˇ,5F1E,False
弣,虎,ㄈㄨˇ,5F23,False
弧,虎,ㄏㄨˊ,5F27,False
弽,蛇,ㄕㄜˋ,5F3D,False
彀,狗,ㄍㄡˋ,5F40,False
彐,雞,ㄐㄧˋ,5F50,False
彑,雞,ㄐㄧˋ,5F51,False
彘,豬,ㄓˋ,5F58,False
彟,猴,ㄏㄨㄛˋ,5F5F,False
彠,猴,ㄏㄨㄛˋ,5F60,False
彶,雞,ㄐㄧˊ,5F76,False
彿,虎,ㄈㄨˊ,5F7F,False
徉,羊,ㄧㄤˊ,5F89,False
後,猴,ㄏㄡˋ,5F8C,False
徏,豬,ㄓˋ,5F8F,False
徒,兔,ㄊㄨˊ,5F92,False
徝,豬,ㄓˋ,5F9D,False
復,猴,ㄈㄡˋ,5FA9,True
徵,豬,ㄓˇ,5FB5,True
徿,龍,ㄌㄨㄥˋ,5FBF,False
忌,雞,ㄐㄧˋ,5FCC,False
忕,鼠,ㄕˋ,5FD5,True
志,豬,ㄓˋ,5FD7,False
忣,雞,ㄐㄧˊ,5FE3,False
忮,豬,ㄓˋ,5FEE,False
忸,牛,ㄋㄧㄡˇ,5FF8,True
